video_id,channelTitle,title,description,tags,publishedAt,duration,definition,caption,viewCount,likeCount,favoriteCount,commentCount
yWb-dfW7h0M,Zak George’s Dog Training Revolution,How to Get a Puppy! If I Were Getting a Puppy in 2022 I’d Do Everything Different,"*IF* I Were Getting a Puppy TODAY… 🤫 (contains paid promotion) 🚨 Sign up for Petco’s TRAINING CLASSES: use code ZAK10 at https://tinyurl.com/ZakTrainingClasses 🚨

⭐️ Use DISCOUNT CODE: ZAK at http://PupBox.com/zak to get 50% OFF your first PupBox in a multi-month plan! ⭐️

🔬 For more information on the latest scientific guidelines for modern dog training methods WATCH THIS VIDEO and join our discussion in the comments! https://youtu.be/bkulCnZpQMU 🤔

🌈🎨 Do you love the ART in this video?? Get AMAZING CUSTOM PET PORTRAITS from our awesome friend Lee HERE: https://dawgart.com 🐾💕

For more daily dog training tips and videos FOLLOW US! 
➡️ @zakgeorge on Instagram: http://www.instagram.com/ZakGeorge 
➡️ I’m on TikTok too!  http://vm.tiktok.com/fFxPbh/
➡️ Like me on Facebook! http://www.facebook.com/TheZakGeorge
Is there another social network you’d like to see us on? Tell us in the comments! ⬇️

🥰 THANK YOU to our Patrons who help us keep this content TOTALLY FREE 🥰 You can help support our videos by making a contribution here: http://www.patreon.com/zakgeorge 
 
📖 If you have a NEW PUPPY or you’re PLANNING FOR THE FUTURE, my FIRST book (broad overview of choosing, raising and training a dog) is the one for you!!! Get it here: https://amzn.to/1PXH568

📖 Order my NEW BOOK here (💥this one is a deeper dive into troubleshooting the most common training issues💥) https://amzn.to/2XiER6f 

☝️👀👂 If you prefer to LISTEN instead of read... I narrated both of my audiobooks for you guys myself!!! If you listen to the audio versions be sure to let me know what you think! 🎙😜 You can find audio (and Kindle) versions at the links above as well.

Thank you so much for watching this video! If you have any feedback, requests for future content, or just want to tell us about your dog… We’ll see you in the comments!! 🤗   - Zak and Bree (and Inertia 🐾)",,2022-04-24T16:00:25Z,PT12M43S,hd,false,56730,1553,0,285
zyTv7VBJ5M8,Zak George’s Dog Training Revolution,After Everything I Taught This Dog.. I’m Still Worried About Her MOST DANGEROUS Habit.,"Everything I trained this puppy, including stopping resource guarding! Thank you BARK for sponsoring this episode! Get a DOPE FREE GIFT when you sign up for BarkBox: https://barkbox.com/dogtraining AND Super Chewer box: https://superchewer.com/dogtraining 😍🍃💨 

For more daily dog training tips and videos FOLLOW US! 
➡️ @zakgeorge on Instagram: http://www.instagram.com/ZakGeorge 
➡️ I’m on TikTok too!  http://vm.tiktok.com/fFxPbh/
➡️ Like me on Facebook! http://www.facebook.com/TheZakGeorge
Is there another social network you’d like to see us on? Tell us in the comments! ⬇️

🔬 For more information on the latest scientific guidelines for modern dog training methods WATCH THIS VIDEO and join our discussion in the comments! https://youtu.be/bkulCnZpQMU 🤔

🌈🎨 Do you love the ART in this video?? Get AMAZING CUSTOM PET PORTRAITS from our awesome friend Lee HERE: https://dawgart.com 🐾💕

🥰 THANK YOU to our Patrons who help us keep this content TOTALLY FREE 🥰 You can help support our videos by making a contribution here: http://www.patreon.com/zakgeorge 
 
📖 If you have a NEW PUPPY or you’re PLANNING FOR THE FUTURE, my FIRST book (broad overview of choosing, raising and training a dog) is the one for you!!! Get it here: https://amzn.to/1PXH568

📖 Order my NEW BOOK here (💥this one is a deeper dive into troubleshooting the most common training issues💥) https://amzn.to/2XiER6f 

☝️👀👂 If you prefer to LISTEN instead of read... I narrated both of my audiobooks for you guys myself!!! If you listen to the audio versions be sure to let me know what you think! 🎙😜 You can find audio (and Kindle) versions at the links above as well.

Thank you so much for watching this video! If you have any feedback, requests for future content, or just want to tell us about your dog… We’ll see you in the comments!! 🤗   - Zak and Bree (and Inertia 🐾)",,2022-04-17T16:00:21Z,PT10M57S,hd,false,68889,1789,0,199
xwND4O6U1Sc,Zak George’s Dog Training Revolution,I’m shocked that this video is controversial. What I Think About So-Called “Balanced Dog Training”,"What I Think About So-Called “Balanced” Dog Training. (Contains paid promotion) ⭐️ Use DISCOUNT CODE: ZAK at http://PupBox.com/zak to get 50% OFF your first PupBox in a multi-month plan! ⭐️

🐾 Check out the awesome Diggs crate in this video HERE: https://www.diggs.pet/?utm_source=youtube&utm_campaign=zakgeorgepartnership

🔬 For more information on the latest scientific guidelines for modern dog training methods WATCH THIS VIDEO and join our discussion in the comments! https://youtu.be/bkulCnZpQMU 🤔

For more daily dog training tips and videos FOLLOW US! 
➡️ @zakgeorge on Instagram: http://www.instagram.com/ZakGeorge 
➡️ I’m on TikTok too!  http://vm.tiktok.com/fFxPbh/
➡️ Like me on Facebook! http://www.facebook.com/TheZakGeorge
Is there another social network you’d like to see us on? Tell us in the comments! ⬇️

🌈🎨 Do you love the ART in this video?? Get AMAZING CUSTOM PET PORTRAITS from our awesome friend Lee HERE: https://dawgart.com 🐾💕

🥰 THANK YOU to our Patrons who help us keep this content TOTALLY FREE 🥰 You can help support our videos by making a contribution here: http://www.patreon.com/zakgeorge 
 
📖 If you have a NEW PUPPY or you’re PLANNING FOR THE FUTURE, my FIRST book (broad overview of choosing, raising and training a dog) is the one for you!!! Get it here: https://amzn.to/1PXH568

📖 Order my NEW BOOK here (💥this one is a deeper dive into troubleshooting the most common training issues💥) https://amzn.to/2XiER6f 

☝️👀👂 If you prefer to LISTEN instead of read... I narrated both of my audiobooks for you guys myself!!! If you listen to the audio versions be sure to let me know what you think! 🎙😜 You can find audio (and Kindle) versions at the links above as well.

Thank you so much for watching this video! If you have any feedback, requests for future content, or just want to tell us about your dog… We’ll see you in the comments!! 🤗   - Zak and Bree (and Inertia 🐾)",,2022-04-03T16:00:24Z,PT22M48S,hd,false,119027,3187,0,1155
tcLdE0VR4G0,Zak George’s Dog Training Revolution,"If You Want to TRAIN YOUR PUPPY FAST￼, I GUARANTEE This Video Will Save You So Much Time!","STOP BARKING, STOP PULLING, LEAVE IT ALONE! Reality Puppy Training 😅 Go to http://YourFuzzy.com/ZAK for a FREE 7-day trial, to ask a real veterinary professional UNLIMITED QUESTIONS about your dog... 24/7!! I really think you guys are going to love this service 😍 Thank you Fuzzy for sponsoring this episode!

💥🔬 For more information on the latest scientific guidelines for modern dog training methods WATCH THIS VIDEO and join our discussion in the comments! https://youtu.be/bkulCnZpQMU 🤔💥

For more daily dog training tips and videos FOLLOW US! 
➡️ @zakgeorge on Instagram: http://www.instagram.com/ZakGeorge 
➡️ We're on TikTok too!  http://vm.tiktok.com/fFxPbh/
➡️ Like us on Facebook! http://www.facebook.com/TheZakGeorge
➡️ @breejustine on Instagram: https://instagram.com/breejustine
🤔 Is there another social network you’d like to see us on? Tell us in the comments! ⬇️

🌈🎨 Do you love the ART in this video?? Get AMAZING CUSTOM PET PORTRAITS from our awesome friend Lee HERE: https://dawgart.com 🐾💕

🥰 THANK YOU to our Patrons who help us keep this content TOTALLY FREE 🥰 You can help support our videos by making a contribution here: http://www.patreon.com/zakgeorge 
 
📖 If you have a NEW PUPPY or you’re PLANNING FOR THE FUTURE, my FIRST book (broad overview of choosing, raising and training a dog) is the one for you!!! Get it here: https://amzn.to/1PXH568

📖 Order my NEW BOOK here (💥this one is a deeper dive into troubleshooting the most common training issues💥) https://amzn.to/2XiER6f 

☝️👀👂 If you prefer to LISTEN instead of read... I narrated both of my audiobooks for you guys myself!!! If you listen to the audio versions be sure to let me know what you think! 🎙😜 You can find audio (and Kindle) versions at the links above as well.

Thank you so much for watching this video! If you have any feedback, requests for future content, or just want to tell us about your dog… We’ll see you in the comments!! 🤗   - Zak and Bree (and Inertia 🐾)",,2022-03-27T16:00:25Z,PT22M27S,hd,false,75801,1889,0,217
g-pn-_ag3vE,Zak George’s Dog Training Revolution,This 1 Tip will help you train 10 times faster￼! Reality Dog Training,"Train Your Puppy to STAY and love baths! Thank you BARK for sponsoring this episode! 🚨Get a FREE DOG BED when you subscribe to BarkBox: https://barkbox.com/zakgeorgebed OR Super Chewer box: https://barkbox.com/super-chewer/zakgeorgebed 🚨🤯😍💤🟢

🔬 For more information on the latest scientific guidelines for modern dog training methods WATCH THIS VIDEO and join our discussion in the comments! https://youtu.be/bkulCnZpQMU 🤔

For more daily dog training tips and videos FOLLOW US! 
➡️ @zakgeorge on Instagram: http://www.instagram.com/ZakGeorge 
➡️ We're on TikTok too!  http://vm.tiktok.com/fFxPbh/
➡️ Like us on Facebook! http://www.facebook.com/TheZakGeorge
➡️ @breejustine on Instagram: https://instagram.com/breejustine
🤔 Is there another social network you’d like to see us on? Tell us in the comments! ⬇️

🌈🎨 Do you love the ART in this video?? Get AMAZING CUSTOM PET PORTRAITS from our awesome friend Lee HERE: https://dawgart.com 🐾💕

🥰 THANK YOU to our Patrons who help us keep this content TOTALLY FREE 🥰 You can help support our videos by making a contribution here: http://www.patreon.com/zakgeorge 
 
📖 If you have a NEW PUPPY or you’re PLANNING FOR THE FUTURE, my FIRST book (broad overview of choosing, raising and training a dog) is the one for you!!! Get it here: https://amzn.to/1PXH568

📖 Order my NEW BOOK here (💥this one is a deeper dive into troubleshooting the most common training issues💥) https://amzn.to/2XiER6f 

☝️👀👂 If you prefer to LISTEN instead of read... I narrated both of my audiobooks for you guys myself!!! If you listen to the audio versions be sure to let me know what you think! 🎙😜 You can find audio (and Kindle) versions at the links above as well.

Thank you so much for watching this video! If you have any feedback, requests for future content, or just want to tell us about your dog… We’ll see you in the comments!! 🤗   - Zak and Bree (and Inertia 🐾)","['puppy training', 'nail trim', 'dog nail', 'puppy nail', 'puppy bath', 'puppy grooming', 'puppy nail trim', 'trim dog nails', 'puppy stay', 'dog training']",2022-03-24T16:00:18Z,PT18M17S,hd,false,101660,2189,0,115
8S2y77dIuCE,Zak George’s Dog Training Revolution,How to Stop a Puppy from BITING Kids! Reality Dog Training,"How to STOP Puppy Biting 😬 (contains paid promotion) 🚨 CLICK HERE: https://trynom.com/zak to get 50% OFF a trial of Nom Nom! 🚨

🔬 For more information on the latest scientific guidelines for modern dog training methods WATCH THIS VIDEO and join our discussion in the comments! https://youtu.be/bkulCnZpQMU 🤔

For more daily dog training tips and videos FOLLOW US! 
➡️ @zakgeorge on Instagram: http://www.instagram.com/ZakGeorge 
➡️ We're on TikTok too!  http://vm.tiktok.com/fFxPbh/
➡️ Like us on Facebook! http://www.facebook.com/TheZakGeorge
➡️ @breejustine on Instagram: https://instagram.com/breejustine
🤔 Is there another social network you’d like to see us on? Tell us in the comments! ⬇️

🌈🎨 Do you love the ART in this video?? Get AMAZING CUSTOM PET PORTRAITS from our awesome friend Lee HERE: https://dawgart.com 🐾💕

🥰 THANK YOU to our Patrons who help us keep this content TOTALLY FREE 🥰 You can help support our videos by making a contribution here: http://www.patreon.com/zakgeorge 
 
📖 If you have a NEW PUPPY or you’re PLANNING FOR THE FUTURE, my FIRST book (broad overview of choosing, raising and training a dog) is the one for you!!! Get it here: https://amzn.to/1PXH568

📖 Order my NEW BOOK here (💥this one is a deeper dive into troubleshooting the most common training issues💥) https://amzn.to/2XiER6f 

☝️👀👂 If you prefer to LISTEN instead of read... I narrated both of my audiobooks for you guys myself!!! If you listen to the audio versions be sure to let me know what you think! 🎙😜 You can find audio (and Kindle) versions at the links above as well.

Thank you so much for watching this video! If you have any feedback, requests for future content, or just want to tell us about your dog… We’ll see you in the comments!! 🤗   - Zak and Bree (and Inertia 🐾)",,2022-03-20T16:00:06Z,PT13M35S,hd,false,67289,1674,0,175
rBJpPMmOA1w,Zak George’s Dog Training Revolution,I may have messed up.. 3 Major PUPPY PROBLEMS and HOW TO FIX THEM! Reality Dog Training,"This is Reality Puppy Training 👀 (contains paid promotion) Use code: ZAK at https://trynom.com/zak to get 50% OFF a trial of Nom Nom! 🚨🚨 

Get Pupford’s AWESOME CHEWS (like the Turbo Tendons in this video!) here: https://pfrd.site/chews-deall

Here’s a link to my 100% FREE DIGITAL DOG TRAINING COURSE, 30 Day Perfect Pup 🐕 https://pfrd.site/myfree-class 🐕 Sign up any time and you have access to the videos and lessons forever! Let me know what you think :) 

🔬 For more information on the latest scientific guidelines for modern dog training methods WATCH THIS VIDEO and join our discussion in the comments! https://youtu.be/bkulCnZpQMU 🤔

For more daily dog training tips and videos FOLLOW US! 
➡️ @zakgeorge on Instagram: http://www.instagram.com/ZakGeorge 
➡️ We're on TikTok too!  http://vm.tiktok.com/fFxPbh/
➡️ Like us on Facebook! http://www.facebook.com/TheZakGeorge
➡️ @breejustine on Instagram: https://instagram.com/breejustine
🤔 Is there another social network you’d like to see us on? Tell us in the comments! ⬇️

🌈🎨 Do you love the ART in this video?? Get AMAZING CUSTOM PET PORTRAITS from our awesome friend Lee HERE: https://dawgart.com 🐾💕

🥰 THANK YOU to our Patrons who help us keep this content TOTALLY FREE 🥰 You can help support our videos by making a contribution here: http://www.patreon.com/zakgeorge 
 
📖 If you have a NEW PUPPY or you’re PLANNING FOR THE FUTURE, my FIRST book (broad overview of choosing, raising and training a dog) is the one for you!!! Get it here: https://amzn.to/1PXH568

📖 Order my NEW BOOK here (💥this one is a deeper dive into troubleshooting the most common training issues💥) https://amzn.to/2XiER6f 

☝️👀👂 If you prefer to LISTEN instead of read... I narrated both of my audiobooks for you guys myself!!! If you listen to the audio versions be sure to let me know what you think! 🎙😜 You can find audio (and Kindle) versions at the links above as well.

Thank you so much for watching this video! If you have any feedback, requests for future content, or just want to tell us about your dog… We’ll see you in the comments!! 🤗   - Zak and Bree (and Inertia 🐾)",,2022-03-15T17:00:37Z,PT14M56S,hd,false,91731,2047,0,164
VpehfekIVmg,Zak George’s Dog Training Revolution,How to Train ANY PUPPY to walk on leash,"FIRST TIME training this puppy to be good ON LEASH! (contains paid promotion) Go to http://YourFuzzy.com/ZAK for a FREE 7-day trial! For a limited time, Fuzzy is also offering a discount of $20 off your pet's meds, supplements, food, and more - USE PROMO CODE: ZAK

🔬 For more information on the latest scientific guidelines for modern dog training methods WATCH THIS VIDEO and join our discussion in the comments! https://youtu.be/bkulCnZpQMU 🤔

For more daily dog training tips and videos FOLLOW US! 
➡️ @zakgeorge on Instagram: http://www.instagram.com/ZakGeorge 
➡️ We're on TikTok too!  http://vm.tiktok.com/fFxPbh/
➡️ Like us on Facebook! http://www.facebook.com/TheZakGeorge
➡️ @breejustine on Instagram: https://instagram.com/breejustine
🤔 Is there another social network you’d like to see us on? Tell us in the comments! ⬇️

🌈🎨 Do you love the ART in this video?? Get AMAZING CUSTOM PET PORTRAITS from our awesome friend Lee HERE: https://dawgart.com 🐾💕

🥰 THANK YOU to our Patrons who help us keep this content TOTALLY FREE 🥰 You can help support our videos by making a contribution here: http://www.patreon.com/zakgeorge 
 
📖 If you have a NEW PUPPY or you’re PLANNING FOR THE FUTURE, my FIRST book (broad overview of choosing, raising and training a dog) is the one for you!!! Get it here: https://amzn.to/1PXH568

📖 Order my NEW BOOK here (💥this one is a deeper dive into troubleshooting the most common training issues💥) https://amzn.to/2XiER6f 

☝️👀👂 If you prefer to LISTEN instead of read... I narrated both of my audiobooks for you guys myself!!! If you listen to the audio versions be sure to let me know what you think! 🎙😜 You can find audio (and Kindle) versions at the links above as well.

Thank you so much for watching this video! If you have any feedback, requests for future content, or just want to tell us about your dog… We’ll see you in the comments!! 🤗   - Zak and Bree (and Inertia 🐾)",,2022-02-27T17:00:13Z,PT13M2S,hd,false,86846,1961,0,153
2dxXqEB_2RM,Zak George’s Dog Training Revolution,Dogs forcefully correct other dogs. So we should too? Here’s why that’s a myth,"How I’m training this puppy to stop being obnoxious 😬 (contains paid promotion) Get a FREE DOG BED when you subscribe to BarkBox: https://barkbox.com/zakgeorgebed OR Super Chewer box: https://barkbox.com/super-chewer/zakgeorgebed 🤯🟢

🔬 For more information on the latest scientific guidelines for modern dog training methods WATCH THIS VIDEO and join our discussion in the comments! https://youtu.be/bkulCnZpQMU 🤔

For more daily dog training tips and videos FOLLOW US! 
➡️ @zakgeorge on Instagram: http://www.instagram.com/ZakGeorge 
➡️ We're on TikTok too!  http://vm.tiktok.com/fFxPbh/
➡️ Like us on Facebook! http://www.facebook.com/TheZakGeorge
➡️ @breejustine on Instagram: https://instagram.com/breejustine
🤔 Is there another social network you’d like to see us on? Tell us in the comments! ⬇️

🌈🎨 Do you love the ART in this video?? Get AMAZING CUSTOM PET PORTRAITS from our awesome friend Lee HERE (tell them we sent you!! 🥳): https://dawgart.com 🐾💕

🥰 THANK YOU to our Patrons who help us keep this content TOTALLY FREE 🥰 You can help support our videos by making a contribution here: http://www.patreon.com/zakgeorge 
 
📖 If you have a NEW PUPPY or you’re PLANNING FOR THE FUTURE, my FIRST book (broad overview of choosing, raising and training a dog) is the one for you!!! Get it here: https://amzn.to/1PXH568

📖 Order my NEW BOOK here (💥this one is a deeper dive into troubleshooting the most common training issues💥) https://amzn.to/2XiER6f 

☝️👀👂 If you prefer to LISTEN instead of read... I narrated both of my audiobooks for you guys myself!!! If you listen to the audio versions be sure to let me know what you think! 🎙😜 You can find audio (and Kindle) versions at the links above as well.

Thank you so much for watching this video! If you have any feedback, requests for future content, or just want to tell us about your dog… We’ll see you in the comments!! 🤗   - Zak and Bree (and Inertia 🐾)",,2022-02-20T17:00:01Z,PT22M10S,hd,false,105213,2016,0,194
Ztc40KvgKgY,Zak George’s Dog Training Revolution,"How to Train Your Puppy to STOP SNAPPING at YOU, YOUR FAMILY & YOUR PETS! Reality Dog Training","How to STOP puppy snapping 😬This video contains paid promotions. Use code: ZAK at https://trynom.com/zak to get 50% OFF a trial of Nom Nom! 🚨🚨 GO TO https://pupbox.com/zak and use DISCOUNT CODE: ZAK to get 50% OFF your first PupBox!! 🚨🚨

🔬 For more information on the latest scientific guidelines for modern dog training methods WATCH THIS VIDEO and join our discussion in the comments! https://youtu.be/bkulCnZpQMU 🤔

For more daily dog training tips and videos FOLLOW US! 
➡️ @zakgeorge on Instagram: http://www.instagram.com/ZakGeorge 
➡️ We're on TikTok too!  http://vm.tiktok.com/fFxPbh/
➡️ Like us on Facebook! http://www.facebook.com/TheZakGeorge
➡️ @breejustine on Instagram: https://instagram.com/breejustine
🤔 Is there another social network you’d like to see us on? Tell us in the comments! ⬇️

🌈🎨 Do you love the ART in this video?? Get AMAZING CUSTOM PET PORTRAITS from our awesome friend Lee HERE (tell them we sent you!! 🥳): https://dawgart.com 🐾💕

🥰 THANK YOU to our Patrons who help us keep this content TOTALLY FREE 🥰 You can help support our videos by making a contribution here: http://www.patreon.com/zakgeorge 
 
📖 If you have a NEW PUPPY or you’re PLANNING FOR THE FUTURE, my FIRST book (broad overview of choosing, raising and training a dog) is the one for you!!! Get it here: https://amzn.to/1PXH568

📖 Order my NEW BOOK here (💥this one is a deeper dive into troubleshooting the most common training issues💥) https://amzn.to/2XiER6f 

☝️👀👂 If you prefer to LISTEN instead of read... I narrated both of my audiobooks for you guys myself!!! If you listen to the audio versions be sure to let me know what you think! 🎙😜 You can find audio (and Kindle) versions at the links above as well.

Hey guys! Here are a few references we used to learn a little more about “aggressive” behaviors in smaller dogs. Of course, there is a LOT more to learn so we highly encourage you to continue to research this topic if you’re interested - and please come let us know what else you find in the comments, too! 🤗 
- Breed differences in canine aggression: https://www.sciencedirect.com/science/article/abs/pii/S0168159108001147
- Genetic mapping in canine fear and aggression: https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4977763/
- Why are small dogs so fierce? https://www.livescience.com/why-small-dogs-are-fierce.html

Thank you so much for watching this video! If you have any feedback, requests for future content, or just want to tell us about your dog… We’ll see you in the comments!! 🤗   - Zak and Bree (and Inertia 🐾)",,2022-02-13T16:44:01Z,PT19M12S,hd,false,126372,2447,0,236
CjA7BRplXls,Zak George’s Dog Training Revolution,How to STOP The PUPPY BITING & CHEWING MACHINE! Reality Dog Training,"STOP PUPPY BITING & CHEWING 😬 This video contains paid promotions. Use code: ZAK at https://trynom.com/zak to get 50% OFF a trial of Nom Nom! 🚨 Sign up for Petco’s TRAINING CLASSES: use code ZAK10 at https://tinyurl.com/ZakTrainingClasses 🚨

Get a FREE BAG OF TREATS with Pupford’s SNUFFLE MAT: https://pupford.com/snuffle-mat-free-treats/

🐾 Check out all of Pupford’s awesome TRAINING TREATS HERE: https://pfrd.site/here-treats

🔬 For more information on the latest scientific guidelines for modern dog training methods WATCH THIS VIDEO and join our discussion in the comments! https://youtu.be/bkulCnZpQMU 🤔

For more daily dog training tips and videos FOLLOW US! 
➡️ @zakgeorge on Instagram: http://www.instagram.com/ZakGeorge 
➡️ We're on TikTok too!  http://vm.tiktok.com/fFxPbh/
➡️ Like us on Facebook! http://www.facebook.com/TheZakGeorge
➡️ @breejustine on Instagram: https://instagram.com/breejustine
🤔 Is there another social network you’d like to see us on? Tell us in the comments! ⬇️

🌈🎨 Do you love the ART in this video?? Get AMAZING CUSTOM PET PORTRAITS from our awesome friend Lee HERE (tell them we sent you!! 🥳): https://dawgart.com 🐾💕

🥰 THANK YOU to our Patrons who help us keep this content TOTALLY FREE 🥰 You can help support our videos by making a contribution here: http://www.patreon.com/zakgeorge 
 
📖 If you have a NEW PUPPY or you’re PLANNING FOR THE FUTURE, my FIRST book (broad overview of choosing, raising and training a dog) is the one for you!!! Get it here: https://amzn.to/1PXH568

📖 Order my NEW BOOK here (💥this one is a deeper dive into troubleshooting the most common training issues💥) https://amzn.to/2XiER6f 

☝️👀👂 If you prefer to LISTEN instead of read... I narrated both of my audiobooks for you guys myself!!! If you listen to the audio versions be sure to let me know what you think! 🎙😜 You can find audio (and Kindle) versions at the links above as well.

Thank you so much for watching this video! If you have any feedback, requests for future content, or just want to tell us about your dog… We’ll see you in the comments!! 🤗   - Zak and Bree (and Inertia 🐾)",,2022-02-06T17:12:45Z,PT17M21S,hd,false,214019,4050,0,308
eT0OuxmdBok,Zak George’s Dog Training Revolution,"Training a PUPPY to COME when called! But, POTTY TRAINING...not so much… Reality Dog Training","Come when called + potty training 😬 (This video contains paid promotions) 60% OFF BARK Eats: https://barkeats.com/zakgeorge & UNLIMITED QUESTIONS: https://yourfuzzy.com/zak (DISCOUNT CODE = ZAK) 

🚨 Check out BARK Eats and let us know if your dog loves it as much as Biscuits!! Get 60% OFF your first order at my SPECIAL LINK: https://barkeats.com/zakgeorge

💥💬🙌 TEXT YOUR NEW BEST FRIENDS AT FUZZY: Get 7 days of UNLIMITED QUESTIONS with actual veterinary professionals, plus $20 off vet recommended products!! Enter DISCOUNT CODE: ZAK at https://yourfuzzy.com/zak  

🔬 For more information on the latest scientific guidelines for modern dog training methods WATCH THIS VIDEO and join our discussion in the comments! https://youtu.be/bkulCnZpQMU 🤔

For more daily dog training tips and videos FOLLOW US! 
➡️ @zakgeorge on Instagram: http://www.instagram.com/ZakGeorge 
➡️ We're on TikTok too!  http://vm.tiktok.com/fFxPbh/
➡️ Like us on Facebook! http://www.facebook.com/TheZakGeorge
➡️ @breejustine on Instagram: https://instagram.com/breejustine
🤔 Is there another social network you’d like to see us on? Tell us in the comments! ⬇️

🌈🎨 Do you love the ART in this video?? Get AMAZING CUSTOM PET PORTRAITS from our awesome friend Lee HERE (tell them we sent you!! 🥳): https://dawgart.com 🐾💕

🥰 THANK YOU to our Patrons who help us keep this content TOTALLY FREE 🥰 You can help support our videos by making a contribution here: http://www.patreon.com/zakgeorge 
 
📖 If you have a NEW PUPPY or you’re PLANNING FOR THE FUTURE, my FIRST book (broad overview of choosing, raising and training a dog) is the one for you!!! Get it here: https://amzn.to/1PXH568

📖 Order my NEW BOOK here (💥this one is a deeper dive into troubleshooting the most common training issues💥) https://amzn.to/2XiER6f 

☝️👀👂 If you prefer to LISTEN instead of read... I narrated both of my audiobooks for you guys myself!!! If you listen to the audio versions be sure to let me know what you think! 🎙😜 You can find audio (and Kindle) versions at the links above as well.

Thank you so much for watching this video! If you have any feedback, requests for future content, or just want to tell us about your dog… We’ll see you in the comments!! 🤗   - Zak and Bree (and Inertia 🐾)",,2022-01-30T15:49:27Z,PT22M24S,hd,false,138116,2829,0,277
xOz8u9n83Qg,Zak George’s Dog Training Revolution,How to Train the FIRST 5 THINGS to ANY Puppy! Reality Dog Training,"The FIRST 5 THINGS I’m training this wild rescue puppy 😬 (This video contains paid promotions) Go to https://trynom.com/zak & use DISCOUNT CODE: ZAK to get ✨50% OFF✨ a trial of NOM NOM!

🚨 Sign up for my ⭐️100% FREE⭐️ DIGITAL DOG TRAINING COURSE: https://pfrd.site/myfree-class ⬅️⬅️⬅️   

(Once you’ve signed up, download the app too! https://pupford.com/dog-training-app/ )

Get Pupford’s awesome TRAINING TREATS here: https://pfrd.site/here-treats
They make great long-lasting chews too: https://pfrd.site/chews-deall 

What were the first things you taught YOUR dog?  

🔬 For more information on the latest scientific guidelines for modern dog training methods WATCH THIS VIDEO and join our discussion in the comments! https://youtu.be/bkulCnZpQMU 🤔

For more daily dog training tips and videos FOLLOW US! 
➡️ @zakgeorge on Instagram: http://www.instagram.com/ZakGeorge 
➡️ We're on TikTok too!  http://vm.tiktok.com/fFxPbh/
➡️ Like us on Facebook! http://www.facebook.com/TheZakGeorge
➡️ @breejustine on Instagram: https://instagram.com/breejustine
🤔 Is there another social network you’d like to see us on? Tell us in the comments! ⬇️

🌈🎨 Do you love the ART in this video?? Get AMAZING CUSTOM PET PORTRAITS from our awesome friend Lee HERE (tell them we sent you!! 🥳): https://dawgart.com 🐾💕

🥰 THANK YOU to our Patrons who help us keep this content TOTALLY FREE 🥰 You can help support our videos by making a contribution here: http://www.patreon.com/zakgeorge 
 
📖 Order my NEW BOOK here (💥if your dog is like Chop, get this one!!!💥) https://amzn.to/2XiER6f 

📖 And check out my FIRST book (broad overview of choosing, raising and training a dog) here: https://amzn.to/1PXH568

☝️👀👂 If you prefer to LISTEN instead of read... I narrated both of my audiobooks for you guys myself!!! If you listen to the audio versions be sure to let me know what you think! 🎙😜 You can find audio (and Kindle) versions at the links above as well.

Thank you so much for watching this video! If you have any feedback, requests for future content, or just want to tell us about your dog… We’ll see you in the comments!! 🤗   - Zak and Bree (and Inertia 🐾)",,2022-01-23T18:10:41Z,PT24M37S,hd,false,526807,9514,0,439
